target,display_name,test_samples,MAE,RMSE,R2,baseline_MAE,improvement_over_baseline_%,within_5_%,within_10_%,within_20_%
target_runs,Runs,42535,13.324075115861659,21.408548931077707,0.24941736109385837,17.05191772109961,21.861720577183018,35.46491124955919,56.50875749382861,79.6755613024568
target_batting_average,Batting Average,42535,11.51215836528375,18.364527179399097,0.20578137462336332,14.597135342953155,21.13412601301046,38.293170330316215,60.77112965792877,84.2647231691548
target_strike_rate,Strike Rate,42535,47.37444190719404,62.5933181588732,0.19186379735522163,56.30485912082903,15.860828626656367,5.642412131186083,11.171976019748442,24.518631715058188
target_balls_per_boundary,Balls per Boundary,18757,4.455317787581235,6.730833849605147,0.1303988633929568,5.354504039813725,16.79308196513699,71.56794796609266,92.72271685237511,98.05405981766808
target_wickets,Wickets,42535,0.9825016845940718,1.4132836487689973,0.17051226077604575,1.130330061634884,13.078337209486977,99.01727988715176,99.97413894439873,100.0
target_economy_rate,Economy Rate,42535,2.6734192090404028,3.564892147624859,0.299828219652851,3.4616299803974417,22.769931385518618,86.09615610673563,98.67403314917127,99.94357587868814
target_bowling_strike_rate,Bowling Strike Rate,20186,8.755214623660915,13.601452234410397,0.08980868121013497,11.188399893219614,21.74739277091138,33.538095709897945,74.27920340830279,94.25344298028337
